"Sensor_Name","Date","sum(Hourly_Counts)"
"Flagstaff Station",2016-02-17,28194
"Flagstaff Station",2016-02-18,30117
"Flagstaff Station",2016-02-19,26532
"Flagstaff Station",2016-02-20,5049
"Flagstaff Station",2016-02-21,3647
"Flagstaff Station",2016-02-22,27990
"Flagstaff Station",2016-02-23,28346
"Flagstaff Station",2016-02-24,29315
"Flagstaff Station",2016-02-25,28622
"Flagstaff Station",2016-02-26,27360
"Flagstaff Station",2016-02-27,4439
"Flagstaff Station",2016-02-28,3202
"Flagstaff Station",2016-02-29,29370
"Flagstaff Station",2016-03-01,29711
"Flagstaff Station",2016-03-02,29601
"Flagstaff Station",2016-03-03,29118
"Flagstaff Station",2016-03-04,26868
"Flagstaff Station",2016-03-05,4434
"Flagstaff Station",2016-03-06,3152
"Flagstaff Station",2016-03-07,28598
"Flagstaff Station",2016-03-08,29527
"Flagstaff Station",2016-03-09,28851
"Flagstaff Station",2016-03-10,30963
"Flagstaff Station",2016-03-11,27142
"Flagstaff Station",2016-03-12,4329
"Flagstaff Station",2016-03-13,3094
"Flagstaff Station",2016-03-14,3813
"Flagstaff Station",2016-03-15,29575
"Flagstaff Station",2016-03-16,29167
"Flagstaff Station",2016-03-17,29601
"Flagstaff Station",2016-03-18,29520
"Flagstaff Station",2016-03-19,4155
"Flagstaff Station",2016-03-20,3448
"Flagstaff Station",2016-03-21,28391
"Flagstaff Station",2016-03-22,29510
"Flagstaff Station",2016-03-23,29560
"Flagstaff Station",2016-03-24,26826
"Flagstaff Station",2016-03-25,2979
"Flagstaff Station",2016-03-26,3554
"Flagstaff Station",2016-03-27,2782
"Flagstaff Station",2016-03-28,2680
"Flagstaff Station",2016-03-29,25380
"Flagstaff Station",2016-03-30,26295
"Flagstaff Station",2016-03-31,27827
"Flagstaff Station",2016-04-01,25808
"Flagstaff Station",2016-04-02,4155
"Flagstaff Station",2016-04-03,3094
"Flagstaff Station",2016-04-04,28776
"Flagstaff Station",2016-04-05,29731
"Flagstaff Station",2016-04-06,32243
"Flagstaff Station",2016-04-07,28592
"Flagstaff Station",2016-04-08,25149
"Flagstaff Station",2016-04-09,4369
"Flagstaff Station",2016-04-10,3023
"Flagstaff Station",2016-04-11,28431
"Flagstaff Station",2016-04-12,30431
"Flagstaff Station",2016-04-13,29249
"Flagstaff Station",2016-04-14,29323
"Flagstaff Station",2016-04-15,27738
"Flagstaff Station",2016-04-16,4284
"Flagstaff Station",2016-04-17,3253
"Flagstaff Station",2016-04-18,29488
"Flagstaff Station",2016-04-19,30172
"Flagstaff Station",2016-04-20,31537
"Flagstaff Station",2016-04-21,31855
"Flagstaff Station",2016-04-22,26398
"Flagstaff Station",2016-04-23,4017
"Flagstaff Station",2016-04-24,3452
"Flagstaff Station",2016-04-25,2836
"Flagstaff Station",2016-04-26,29106
"Flagstaff Station",2016-04-27,29329
"Flagstaff Station",2016-04-28,28585
"Flagstaff Station",2016-04-29,27954
"Flagstaff Station",2016-04-30,4489
"Flagstaff Station",2016-05-01,2747
"Flagstaff Station",2016-05-02,28271
"Flagstaff Station",2016-05-03,28735
"Flagstaff Station",2016-05-04,28372
"Flagstaff Station",2016-05-05,28275
"Flagstaff Station",2016-05-06,27104
"Flagstaff Station",2016-05-07,4730
"Flagstaff Station",2016-05-08,2882
"Flagstaff Station",2016-05-09,27207
"Flagstaff Station",2016-05-10,29733
"Flagstaff Station",2016-05-11,27837
"Flagstaff Station",2016-05-12,28122
"Flagstaff Station",2016-05-13,26851
"Flagstaff Station",2016-05-14,4418
"Flagstaff Station",2016-05-15,2760
"Flagstaff Station",2016-05-16,28406
"Flagstaff Station",2016-05-17,29456
"Flagstaff Station",2016-05-18,27937
"Flagstaff Station",2016-05-19,28939
"Flagstaff Station",2016-05-20,26843
"Flagstaff Station",2016-05-21,4904
"Flagstaff Station",2016-05-22,2811
"Flagstaff Station",2016-05-23,28322
"Flagstaff Station",2016-05-24,28775
"Flagstaff Station",2016-05-25,28460
"Flagstaff Station",2016-05-26,31492
"Flagstaff Station",2016-05-27,25768
"Flagstaff Station",2016-05-28,3948
"Flagstaff Station",2016-05-29,2859
"Flagstaff Station",2016-05-30,28012
"Flagstaff Station",2016-05-31,27506
"Flagstaff Station",2016-06-01,27537
"Flagstaff Station",2016-06-02,27252
"Flagstaff Station",2016-06-03,26317
"Flagstaff Station",2016-06-04,3975
"Flagstaff Station",2016-06-05,2724
"Flagstaff Station",2016-06-06,27885
"Flagstaff Station",2016-06-07,28094
"Flagstaff Station",2016-06-08,27788
"Flagstaff Station",2016-06-09,27672
"Flagstaff Station",2016-06-10,25488
"Flagstaff Station",2016-06-11,3701
"Flagstaff Station",2016-06-12,3143
"Flagstaff Station",2016-06-13,2674
"Flagstaff Station",2016-06-14,27817
"Flagstaff Station",2016-06-15,27910
"Flagstaff Station",2016-06-16,27613
"Flagstaff Station",2016-06-17,26576
"Flagstaff Station",2016-06-18,3965
"Flagstaff Station",2016-06-19,2608
"Flagstaff Station",2016-06-20,31049
"Flagstaff Station",2016-06-21,27841
"Flagstaff Station",2016-06-22,27469
"Flagstaff Station",2016-06-23,29862
"Flagstaff Station",2016-06-24,25011
"Flagstaff Station",2016-06-25,3897
"Flagstaff Station",2016-06-26,2807
"Flagstaff Station",2016-06-27,25929
"Flagstaff Station",2016-06-28,26449
"Flagstaff Station",2016-06-29,25904
"Flagstaff Station",2016-06-30,25814
"Flinders Street Station Underpass",2009-06-01,24359
"Flinders Street Station Underpass",2009-06-02,25087
"Flinders Street Station Underpass",2009-06-03,26564
"Flinders Street Station Underpass",2009-06-04,26023
"Flinders Street Station Underpass",2009-06-05,29533
"Flinders Street Station Underpass",2009-06-06,18629
"Flinders Street Station Underpass",2009-06-07,18141
"Flinders Street Station Underpass",2009-06-08,13019
"Flinders Street Station Underpass",2009-06-09,20944
"Flinders Street Station Underpass",2009-06-10,22059
"Flinders Street Station Underpass",2009-06-11,23866
"Flinders Street Station Underpass",2009-06-12,27438
"Flinders Street Station Underpass",2009-06-13,15161
"Flinders Street Station Underpass",2009-06-14,13051
"Flinders Street Station Underpass",2009-06-15,23612
"Flinders Street Station Underpass",2009-06-16,23797
"Flinders Street Station Underpass",2009-06-17,25503
"Flinders Street Station Underpass",2009-06-18,26042
"Flinders Street Station Underpass",2009-06-19,27205
"Flinders Street Station Underpass",2009-06-20,16170
"Flinders Street Station Underpass",2009-06-21,13662
"Flinders Street Station Underpass",2009-06-22,24827
"Flinders Street Station Underpass",2009-06-23,24035
"Flinders Street Station Underpass",2009-06-24,25690
"Flinders Street Station Underpass",2009-06-25,25774
"Flinders Street Station Underpass",2009-06-26,29009
"Flinders Street Station Underpass",2009-06-27,18673
"Flinders Street Station Underpass",2009-06-28,16260
"Flinders Street Station Underpass",2009-06-29,25498
"Flinders Street Station Underpass",2009-06-30,24654
"Flinders Street Station Underpass",2009-07-01,25152
"Flinders Street Station Underpass",2009-07-02,24810
"Flinders Street Station Underpass",2009-07-03,27531
"Flinders Street Station Underpass",2009-07-04,18294
"Flinders Street Station Underpass",2009-07-05,15698
"Flinders Street Station Underpass",2009-07-06,25878
"Flinders Street Station Underpass",2009-07-07,28397
"Flinders Street Station Underpass",2009-07-08,28747
"Flinders Street Station Underpass",2009-07-09,29535
"Flinders Street Station Underpass",2009-07-10,29640
"Flinders Street Station Underpass",2009-07-11,16197
"Flinders Street Station Underpass",2009-07-12,15449
"Flinders Street Station Underpass",2009-07-13,24009
"Flinders Street Station Underpass",2009-07-14,25141
"Flinders Street Station Underpass",2009-07-15,26707
"Flinders Street Station Underpass",2009-07-16,26924
"Flinders Street Station Underpass",2009-07-17,29554
"Flinders Street Station Underpass",2009-07-18,18447
"Flinders Street Station Underpass",2009-07-19,16407
"Flinders Street Station Underpass",2009-07-20,25837
"Flinders Street Station Underpass",2009-07-21,25646
"Flinders Street Station Underpass",2009-07-22,24778
"Flinders Street Station Underpass",2009-07-23,26610
"Flinders Street Station Underpass",2009-07-24,30485
"Flinders Street Station Underpass",2009-07-25,20483
"Flinders Street Station Underpass",2009-07-26,17309
"Flinders Street Station Underpass",2009-07-27,25626
"Flinders Street Station Underpass",2009-07-28,25798
"Flinders Street Station Underpass",2009-07-29,26617
"Flinders Street Station Underpass",2009-07-30,25658
"Flinders Street Station Underpass",2009-07-31,29732
"Flinders Street Station Underpass",2009-08-01,18370
"Flinders Street Station Underpass",2009-08-02,15569
"Flinders Street Station Underpass",2009-08-03,26458
"Flinders Street Station Underpass",2009-08-04,25074
"Flinders Street Station Underpass",2009-08-05,27281
"Flinders Street Station Underpass",2009-08-06,26537
"Flinders Street Station Underpass",2009-08-07,28883
"Flinders Street Station Underpass",2009-08-08,19525
"Flinders Street Station Underpass",2009-08-09,15621
"Flinders Street Station Underpass",2009-08-10,24355
"Flinders Street Station Underpass",2009-08-11,24632
"Flinders Street Station Underpass",2009-08-12,26294
"Flinders Street Station Underpass",2009-08-13,27159
"Flinders Street Station Underpass",2009-08-14,30972
"Flinders Street Station Underpass",2009-08-15,19874
"Flinders Street Station Underpass",2009-08-16,13070
"Flinders Street Station Underpass",2009-08-17,25567
"Flinders Street Station Underpass",2009-08-18,25947
"Flinders Street Station Underpass",2009-08-19,26891
"Flinders Street Station Underpass",2009-08-20,25758
"Flinders Street Station Underpass",2009-08-21,27771
"Flinders Street Station Underpass",2009-08-22,19525
"Flinders Street Station Underpass",2009-08-23,16130
"Flinders Street Station Underpass",2009-08-24,24245
"Flinders Street Station Underpass",2009-08-25,23404
"Flinders Street Station Underpass",2009-08-26,24962
"Flinders Street Station Underpass",2009-08-27,26878
"Flinders Street Station Underpass",2009-08-28,29027
"Flinders Street Station Underpass",2009-08-29,16366
"Flinders Street Station Underpass",2009-08-30,15438
"Flinders Street Station Underpass",2009-08-31,23956
"Flinders Street Station Underpass",2009-09-01,25373
"Flinders Street Station Underpass",2009-09-02,26668
"Flinders Street Station Underpass",2009-09-03,26185
"Flinders Street Station Underpass",2009-09-04,27431
"Flinders Street Station Underpass",2009-09-05,18010
"Flinders Street Station Underpass",2009-09-06,13834
"Flinders Street Station Underpass",2009-09-07,22270
"Flinders Street Station Underpass",2009-09-08,23210
"Flinders Street Station Underpass",2009-09-09,23778
"Flinders Street Station Underpass",2009-09-10,25102
"Flinders Street Station Underpass",2009-09-11,27827
"Flinders Street Station Underpass",2009-09-12,18716
"Flinders Street Station Underpass",2009-09-13,14660
"Flinders Street Station Underpass",2009-09-14,24623
"Flinders Street Station Underpass",2009-09-15,26234
"Flinders Street Station Underpass",2009-09-16,26853
"Flinders Street Station Underpass",2009-09-17,22194
"Flinders Street Station Underpass",2009-09-18,29118
"Flinders Street Station Underpass",2009-09-19,17077
"Flinders Street Station Underpass",2009-09-20,15764
"Flinders Street Station Underpass",2009-09-21,26164
"Flinders Street Station Underpass",2009-09-22,25948
"Flinders Street Station Underpass",2009-09-23,27171
"Flinders Street Station Underpass",2009-09-24,26021
"Flinders Street Station Underpass",2009-09-25,28907
"Flinders Street Station Underpass",2009-09-26,15524
"Flinders Street Station Underpass",2009-09-27,13435
"Flinders Street Station Underpass",2009-09-28,25160
"Flinders Street Station Underpass",2009-09-29,28961
"Flinders Street Station Underpass",2009-09-30,28618
"Flinders Street Station Underpass",2009-10-01,27913
"Flinders Street Station Underpass",2009-10-02,29307
"Flinders Street Station Underpass",2009-10-03,19394
"Flinders Street Station Underpass",2009-10-04,16537
"Flinders Street Station Underpass",2009-10-05,25223
"Flinders Street Station Underpass",2009-10-06,24599
"Flinders Street Station Underpass",2009-10-07,26276
"Flinders Street Station Underpass",2009-10-08,26753
"Flinders Street Station Underpass",2009-10-09,29903
"Flinders Street Station Underpass",2009-10-10,19180
"Flinders Street Station Underpass",2009-10-11,15534
"Flinders Street Station Underpass",2009-10-12,24829
"Flinders Street Station Underpass",2009-10-13,24676
"Flinders Street Station Underpass",2009-10-14,24215
"Flinders Street Station Underpass",2009-10-15,25196
"Flinders Street Station Underpass",2009-10-16,29254
"Flinders Street Station Underpass",2009-10-17,18871
"Flinders Street Station Underpass",2009-10-18,16231
"Flinders Street Station Underpass",2009-10-19,26114
"Flinders Street Station Underpass",2009-10-20,26558
"Flinders Street Station Underpass",2009-10-21,26151
"Flinders Street Station Underpass",2009-10-22,28148
"Flinders Street Station Underpass",2009-10-23,29705
"Flinders Street Station Underpass",2009-10-24,18889
"Flinders Street Station Underpass",2009-10-25,14809
"Flinders Street Station Underpass",2009-10-26,25908
"Flinders Street Station Underpass",2009-10-27,27076
"Flinders Street Station Underpass",2009-10-28,26736
"Flinders Street Station Underpass",2009-10-29,27308
"Flinders Street Station Underpass",2009-10-30,27028
"Flinders Street Station Underpass",2009-10-31,20668
"Flinders Street Station Underpass",2009-11-01,15901
"Flinders Street Station Underpass",2009-11-02,27505
"Flinders Street Station Underpass",2009-11-03,17584
"Flinders Street Station Underpass",2009-11-04,26793
"Flinders Street Station Underpass",2009-11-05,29797
"Flinders Street Station Underpass",2009-11-06,29824
"Flinders Street Station Underpass",2009-11-07,18859
"Flinders Street Station Underpass",2009-11-08,14767
"Flinders Street Station Underpass",2009-11-09,25407
"Flinders Street Station Underpass",2009-11-10,26122
"Flinders Street Station Underpass",2009-11-11,27337
"Flinders Street Station Underpass",2009-11-12,28061
"Flinders Street Station Underpass",2009-11-13,31765
"Flinders Street Station Underpass",2009-11-14,19877
"Flinders Street Station Underpass",2009-11-15,16857
"Flinders Street Station Underpass",2009-11-16,26836
"Flinders Street Station Underpass",2009-11-17,26993
"Flinders Street Station Underpass",2009-11-18,27317
"Flinders Street Station Underpass",2009-11-19,27213
"Flinders Street Station Underpass",2009-11-20,29687
"Flinders Street Station Underpass",2009-11-21,18448
"Flinders Street Station Underpass",2009-11-22,12515
"Flinders Street Station Underpass",2009-11-23,26539
"Flinders Street Station Underpass",2009-11-24,28788
"Flinders Street Station Underpass",2009-11-25,29090
"Flinders Street Station Underpass",2009-11-26,26995
"Flinders Street Station Underpass",2009-11-27,31946
"Flinders Street Station Underpass",2009-11-28,19600
"Flinders Street Station Underpass",2009-11-29,17182
"Flinders Street Station Underpass",2009-11-30,26270
"Flinders Street Station Underpass",2009-12-01,28404
"Flinders Street Station Underpass",2009-12-02,29628
"Flinders Street Station Underpass",2009-12-03,27109
"Flinders Street Station Underpass",2009-12-04,32711
"Flinders Street Station Underpass",2009-12-05,20622
"Flinders Street Station Underpass",2009-12-06,19596
"Flinders Street Station Underpass",2009-12-07,27025
"Flinders Street Station Underpass",2009-12-08,24520
"Flinders Street Station Underpass",2009-12-09,29056
"Flinders Street Station Underpass",2009-12-10,27802
"Flinders Street Station Underpass",2009-12-11,32121
"Flinders Street Station Underpass",2009-12-12,21734
"Flinders Street Station Underpass",2009-12-13,18371
"Flinders Street Station Underpass",2009-12-14,28552
"Flinders Street Station Underpass",2009-12-15,29704
"Flinders Street Station Underpass",2009-12-16,27486
"Flinders Street Station Underpass",2009-12-17,27085
"Flinders Street Station Underpass",2009-12-18,35279
"Flinders Street Station Underpass",2009-12-19,20593
"Flinders Street Station Underpass",2009-12-20,19664
"Flinders Street Station Underpass",2009-12-21,29023
"Flinders Street Station Underpass",2009-12-22,29306
"Flinders Street Station Underpass",2009-12-23,27620
"Flinders Street Station Underpass",2009-12-24,21314
"Flinders Street Station Underpass",2009-12-25,14219
"Flinders Street Station Underpass",2009-12-26,19869
"Flinders Street Station Underpass",2009-12-27,18989
"Flinders Street Station Underpass",2009-12-28,19218
"Flinders Street Station Underpass",2009-12-29,23302
"Flinders Street Station Underpass",2009-12-30,20822
"Flinders Street Station Underpass",2009-12-31,27026
"Flinders Street Station Underpass",2010-01-01,21317
"Flinders Street Station Underpass",2010-01-02,16374
"Flinders Street Station Underpass",2010-01-03,15570
"Flinders Street Station Underpass",2010-01-04,23313
"Flinders Street Station Underpass",2010-01-05,23267
"Flinders Street Station Underpass",2010-01-06,24576
"Flinders Street Station Underpass",2010-01-07,25013
"Flinders Street Station Underpass",2010-01-08,23748
"Flinders Street Station Underpass",2010-01-09,14911
"Flinders Street Station Underpass",2010-01-10,14071
"Flinders Street Station Underpass",2010-01-11,19816
"Flinders Street Station Underpass",2010-01-12,21921
"Flinders Street Station Underpass",2010-01-13,26089
"Flinders Street Station Underpass",2010-01-14,27032
"Flinders Street Station Underpass",2010-01-15,27940
"Flinders Street Station Underpass",2010-01-16,17327
"Flinders Street Station Underpass",2010-01-17,15517
"Flinders Street Station Underpass",2010-01-18,23488
"Flinders Street Station Underpass",2010-01-19,27079
"Flinders Street Station Underpass",2010-01-20,28596
"Flinders Street Station Underpass",2010-01-21,28001
"Flinders Street Station Underpass",2010-01-22,28456
"Flinders Street Station Underpass",2010-01-23,18560
"Flinders Street Station Underpass",2010-01-24,18731
"Flinders Street Station Underpass",2010-01-25,25970
"Flinders Street Station Underpass",2010-01-26,18623
"Flinders Street Station Underpass",2010-01-27,27294
"Flinders Street Station Underpass",2010-01-28,26801
"Flinders Street Station Underpass",2010-01-29,29199
"Flinders Street Station Underpass",2010-01-30,17633
"Flinders Street Station Underpass",2010-01-31,12924
"Flinders Street Station Underpass",2010-02-01,24999
"Flinders Street Station Underpass",2010-02-02,24899
"Flinders Street Station Underpass",2010-02-03,24955
"Flinders Street Station Underpass",2010-02-04,23103
"Flinders Street Station Underpass",2010-02-05,27111
"Flinders Street Station Underpass",2010-02-06,17252
"Flinders Street Station Underpass",2010-02-07,14900
"Flinders Street Station Underpass",2010-02-08,25263
"Flinders Street Station Underpass",2010-02-09,25079
"Flinders Street Station Underpass",2010-02-10,25228
"Flinders Street Station Underpass",2010-02-11,25584
"Flinders Street Station Underpass",2010-02-12,29961
"Flinders Street Station Underpass",2010-02-13,20611
"Flinders Street Station Underpass",2010-02-14,26536
"Flinders Street Station Underpass",2010-02-15,26764
"Flinders Street Station Underpass",2010-02-16,27488
"Flinders Street Station Underpass",2010-02-17,27402
"Flinders Street Station Underpass",2010-02-18,26965
"Flinders Street Station Underpass",2010-02-19,28861
"Flinders Street Station Underpass",2010-02-20,16995
"Flinders Street Station Underpass",2010-02-21,15514
"Flinders Street Station Underpass",2010-02-22,25483
"Flinders Street Station Underpass",2010-02-23,27162
"Flinders Street Station Underpass",2010-02-24,28477
"Flinders Street Station Underpass",2010-02-25,28034
"Flinders Street Station Underpass",2010-02-26,29496
"Flinders Street Station Underpass",2010-02-27,18206
"Flinders Street Station Underpass",2010-02-28,14513
"Flinders Street Station Underpass",2010-03-01,25416
"Flinders Street Station Underpass",2010-03-02,26975
"Flinders Street Station Underpass",2010-03-03,27939
"Flinders Street Station Underpass",2010-03-04,27497
"Flinders Street Station Underpass",2010-03-05,28484
"Flinders Street Station Underpass",2010-03-06,22034
"Flinders Street Station Underpass",2010-03-07,16536
"Flinders Street Station Underpass",2010-03-08,15811
"Flinders Street Station Underpass",2010-03-09,25283
"Flinders Street Station Underpass",2010-03-10,25671
"Flinders Street Station Underpass",2010-03-11,27158
"Flinders Street Station Underpass",2010-03-12,30672
"Flinders Street Station Underpass",2010-03-13,20677
"Flinders Street Station Underpass",2010-03-14,20293
"Flinders Street Station Underpass",2010-03-15,26052
"Flinders Street Station Underpass",2010-03-16,27093
"Flinders Street Station Underpass",2010-03-17,28929
"Flinders Street Station Underpass",2010-03-18,28234
"Flinders Street Station Underpass",2010-03-19,29849
"Flinders Street Station Underpass",2010-03-20,21596
"Flinders Street Station Underpass",2010-03-21,18409
"Flinders Street Station Underpass",2010-03-22,26708
"Flinders Street Station Underpass",2010-03-23,26603
"Flinders Street Station Underpass",2010-03-24,27987
"Flinders Street Station Underpass",2010-03-25,29315
"Flinders Street Station Underpass",2010-03-26,29791
"Flinders Street Station Underpass",2010-03-27,19740
"Flinders Street Station Underpass",2010-03-28,16383
"Flinders Street Station Underpass",2010-03-29,26624
"Flinders Street Station Underpass",2010-03-30,26895
"Flinders Street Station Underpass",2010-03-31,27714
"Flinders Street Station Underpass",2010-04-01,28286
"Flinders Street Station Underpass",2010-04-02,14523
"Flinders Street Station Underpass",2010-04-03,19902
"Flinders Street Station Underpass",2010-04-04,16970
"Flinders Street Station Underpass",2010-04-05,15926
"Flinders Street Station Underpass",2010-04-06,25813
"Flinders Street Station Underpass",2010-04-07,27696
"Flinders Street Station Underpass",2010-04-08,28538
"Flinders Street Station Underpass",2010-04-09,31285
"Flinders Street Station Underpass",2010-04-10,19592
"Flinders Street Station Underpass",2010-04-11,14867
"Flinders Street Station Underpass",2010-04-12,24914
"Flinders Street Station Underpass",2010-04-13,26080
"Flinders Street Station Underpass",2010-04-14,27085
"Flinders Street Station Underpass",2010-04-15,27278
"Flinders Street Station Underpass",2010-04-16,30800
"Flinders Street Station Underpass",2010-04-17,19591
"Flinders Street Station Underpass",2010-04-18,16810
"Flinders Street Station Underpass",2010-04-19,25020
"Flinders Street Station Underpass",2010-04-20,25969
"Flinders Street Station Underpass",2010-04-21,26821
"Flinders Street Station Underpass",2010-04-22,26861
"Flinders Street Station Underpass",2010-04-23,27406
"Flinders Street Station Underpass",2010-04-24,18860
"Flinders Street Station Underpass",2010-04-25,22121
"Flinders Street Station Underpass",2010-04-26,14860
"Flinders Street Station Underpass",2010-04-27,24154
"Flinders Street Station Underpass",2010-04-28,25751
"Flinders Street Station Underpass",2010-04-29,26371
"Flinders Street Station Underpass",2010-04-30,29423
"Flinders Street Station Underpass",2010-05-01,22709
"Flinders Street Station Underpass",2010-05-02,16236
"Flinders Street Station Underpass",2010-05-03,25737
"Flinders Street Station Underpass",2010-05-04,24509
"Flinders Street Station Underpass",2010-05-05,25605
"Flinders Street Station Underpass",2010-05-06,25722
"Flinders Street Station Underpass",2010-05-07,28187
"Flinders Street Station Underpass",2010-05-08,18895
"Flinders Street Station Underpass",2010-05-09,16800
"Flinders Street Station Underpass",2010-05-10,24617
"Flinders Street Station Underpass",2010-05-11,23925
"Flinders Street Station Underpass",2010-05-12,24817
"Flinders Street Station Underpass",2010-05-13,24731
"Flinders Street Station Underpass",2010-05-14,28132
"Flinders Street Station Underpass",2010-05-15,18135
"Flinders Street Station Underpass",2010-05-16,16230
"Flinders Street Station Underpass",2010-05-17,24552
"Flinders Street Station Underpass",2010-05-18,25323
"Flinders Street Station Underpass",2010-05-19,26064
"Flinders Street Station Underpass",2010-05-20,25988
"Flinders Street Station Underpass",2010-05-21,30638
"Flinders Street Station Underpass",2010-05-22,20706
"Flinders Street Station Underpass",2010-05-23,16153
"Flinders Street Station Underpass",2010-05-24,22931
"Flinders Street Station Underpass",2010-05-25,23509
"Flinders Street Station Underpass",2010-05-26,26409
"Flinders Street Station Underpass",2010-05-27,26332
"Flinders Street Station Underpass",2010-05-28,28620
"Flinders Street Station Underpass",2010-05-29,17205
"Flinders Street Station Underpass",2010-05-30,14668
"Flinders Street Station Underpass",2010-05-31,24231
"Flinders Street Station Underpass",2010-06-01,24865
"Flinders Street Station Underpass",2010-06-02,25207
"Flinders Street Station Underpass",2010-06-03,25190
"Flinders Street Station Underpass",2010-06-04,29174
"Flinders Street Station Underpass",2010-06-05,17741
"Flinders Street Station Underpass",2010-06-06,16190
"Flinders Street Station Underpass",2010-06-07,23901
"Flinders Street Station Underpass",2010-06-08,24101
"Flinders Street Station Underpass",2010-06-09,22905
"Flinders Street Station Underpass",2010-06-10,24673
"Flinders Street Station Underpass",2010-06-11,26804
"Flinders Street Station Underpass",2010-06-12,18180
"Flinders Street Station Underpass",2010-06-13,18008
"Flinders Street Station Underpass",2010-06-14,15186
"Flinders Street Station Underpass",2010-06-15,23488
"Flinders Street Station Underpass",2010-06-16,22909
"Flinders Street Station Underpass",2010-06-17,23864
"Flinders Street Station Underpass",2010-06-18,27673
"Flinders Street Station Underpass",2010-06-19,17899
"Flinders Street Station Underpass",2010-06-20,13274
"Flinders Street Station Underpass",2010-06-21,23955
"Flinders Street Station Underpass",2010-06-22,24782
"Flinders Street Station Underpass",2010-06-23,24593
"Flinders Street Station Underpass",2010-06-24,25048
"Flinders Street Station Underpass",2010-06-25,25052
"Flinders Street Station Underpass",2010-06-26,16581
"Flinders Street Station Underpass",2010-06-27,15688
"Flinders Street Station Underpass",2010-06-28,24933
"Flinders Street Station Underpass",2010-06-29,23463
"Flinders Street Station Underpass",2010-06-30,25638
"Flinders Street Station Underpass",2010-07-01,26550
"Flinders Street Station Underpass",2010-07-02,28410
"Flinders Street Station Underpass",2010-07-03,19454
"Flinders Street Station Underpass",2010-07-04,16694
"Flinders Street Station Underpass",2010-07-05,26980
"Flinders Street Station Underpass",2010-07-06,28237
"Flinders Street Station Underpass",2010-07-07,27082
"Flinders Street Station Underpass",2010-07-08,27237
"Flinders Street Station Underpass",2010-07-09,31427
"Flinders Street Station Underpass",2010-07-10,18182
"Flinders Street Station Underpass",2010-07-11,17352
"Flinders Street Station Underpass",2010-07-12,25872
"Flinders Street Station Underpass",2010-07-13,24975
"Flinders Street Station Underpass",2010-07-14,24090
"Flinders Street Station Underpass",2010-07-15,26980
"Flinders Street Station Underpass",2010-07-16,29446
"Flinders Street Station Underpass",2010-07-17,18818
"Flinders Street Station Underpass",2010-07-18,13493
"Flinders Street Station Underpass",2010-07-19,24982
"Flinders Street Station Underpass",2010-07-20,24189
"Flinders Street Station Underpass",2010-07-21,25939
"Flinders Street Station Underpass",2010-07-22,24500
"Flinders Street Station Underpass",2010-07-23,29646
"Flinders Street Station Underpass",2010-07-24,20229
"Flinders Street Station Underpass",2010-07-25,16913
"Flinders Street Station Underpass",2010-07-26,25808
"Flinders Street Station Underpass",2010-07-27,24199
"Flinders Street Station Underpass",2010-07-28,24820
"Flinders Street Station Underpass",2010-07-29,26286
"Flinders Street Station Underpass",2010-07-30,34301
"Flinders Street Station Underpass",2010-07-31,22025
"Flinders Street Station Underpass",2010-08-01,15269
"Flinders Street Station Underpass",2010-08-02,24803
"Flinders Street Station Underpass",2010-08-03,24558
"Flinders Street Station Underpass",2010-08-04,23794
"Flinders Street Station Underpass",2010-08-05,25156
"Flinders Street Station Underpass",2010-08-06,30030
"Flinders Street Station Underpass",2010-08-07,20354
"Flinders Street Station Underpass",2010-08-08,17675
"Flinders Street Station Underpass",2010-08-09,26833
"Flinders Street Station Underpass",2010-08-10,22555
"Flinders Street Station Underpass",2010-08-11,23750
"Flinders Street Station Underpass",2010-08-12,25468
"Flinders Street Station Underpass",2010-08-13,29238
"Flinders Street Station Underpass",2010-08-14,18928
"Flinders Street Station Underpass",2010-08-15,14576
"Flinders Street Station Underpass",2010-08-16,23561
"Flinders Street Station Underpass",2010-08-17,25166
"Flinders Street Station Underpass",2010-08-18,23195
"Flinders Street Station Underpass",2010-08-19,25384
"Flinders Street Station Underpass",2010-08-20,29123
"Flinders Street Station Underpass",2010-08-21,18856
"Flinders Street Station Underpass",2010-08-22,17464
"Flinders Street Station Underpass",2010-08-23,25165
"Flinders Street Station Underpass",2010-08-24,24579
"Flinders Street Station Underpass",2010-08-25,24946
"Flinders Street Station Underpass",2010-08-26,26239
"Flinders Street Station Underpass",2010-08-27,29500
"Flinders Street Station Underpass",2010-08-28,20118
"Flinders Street Station Underpass",2010-08-29,16571
"Flinders Street Station Underpass",2010-08-30,26424
"Flinders Street Station Underpass",2010-08-31,24445
"Flinders Street Station Underpass",2010-09-01,23493
"Flinders Street Station Underpass",2010-09-02,27395
"Flinders Street Station Underpass",2010-09-03,29817
"Flinders Street Station Underpass",2010-09-04,16015
"Flinders Street Station Underpass",2010-09-05,13312
"Flinders Street Station Underpass",2010-09-06,25103
"Flinders Street Station Underpass",2010-09-07,25756
"Flinders Street Station Underpass",2010-09-08,26364
"Flinders Street Station Underpass",2010-09-09,27027
"Flinders Street Station Underpass",2010-09-10,29143
"Flinders Street Station Underpass",2010-09-11,19568
"Flinders Street Station Underpass",2010-09-12,15652
