"Sensor_Name","Date","sum(Hourly_Counts)"
"Flinders Street Station Underpass",2012-04-18,30612
"Flinders Street Station Underpass",2012-04-19,31351
"Flinders Street Station Underpass",2012-04-20,32833
"Flinders Street Station Underpass",2012-04-21,22853
"Flinders Street Station Underpass",2012-04-22,16783
"Flinders Street Station Underpass",2012-04-23,26820
"Flinders Street Station Underpass",2012-04-24,25836
"Flinders Street Station Underpass",2012-04-25,15287
"Flinders Street Station Underpass",2012-04-26,29741
"Flinders Street Station Underpass",2012-04-27,33928
"Flinders Street Station Underpass",2012-04-28,21707
"Flinders Street Station Underpass",2012-04-29,19171
"Flinders Street Station Underpass",2012-04-30,28617
"Flinders Street Station Underpass",2012-05-01,30215
"Flinders Street Station Underpass",2012-05-02,26593
"Flinders Street Station Underpass",2012-05-03,27074
"Flinders Street Station Underpass",2012-05-04,32770
"Flinders Street Station Underpass",2012-05-05,18679
"Flinders Street Station Underpass",2012-05-06,16652
"Flinders Street Station Underpass",2012-05-07,28697
"Flinders Street Station Underpass",2012-05-08,31039
"Flinders Street Station Underpass",2012-05-09,30725
"Flinders Street Station Underpass",2012-05-10,31896
"Flinders Street Station Underpass",2012-05-11,33101
"Flinders Street Station Underpass",2012-05-12,20369
"Flinders Street Station Underpass",2012-05-13,13763
"Flinders Street Station Underpass",2012-05-14,27146
"Flinders Street Station Underpass",2012-05-15,29473
"Flinders Street Station Underpass",2012-05-16,28632
"Flinders Street Station Underpass",2012-05-17,30259
"Flinders Street Station Underpass",2012-05-18,33460
"Flinders Street Station Underpass",2012-05-19,21753
"Flinders Street Station Underpass",2012-05-20,19239
"Flinders Street Station Underpass",2012-05-21,28735
"Flinders Street Station Underpass",2012-05-22,28428
"Flinders Street Station Underpass",2012-05-23,31773
"Flinders Street Station Underpass",2012-05-24,31584
"Flinders Street Station Underpass",2012-05-25,26606
"Flinders Street Station Underpass",2012-05-26,20013
"Flinders Street Station Underpass",2012-05-27,17043
"Flinders Street Station Underpass",2012-05-28,27826
"Flinders Street Station Underpass",2012-05-29,28199
"Flinders Street Station Underpass",2012-05-30,28328
"Flinders Street Station Underpass",2012-05-31,29737
"Flinders Street Station Underpass",2012-06-01,33907
"Flinders Street Station Underpass",2012-06-02,20843
"Flinders Street Station Underpass",2012-06-03,17235
"Flinders Street Station Underpass",2012-06-04,23859
"Flinders Street Station Underpass",2012-06-05,26683
"Flinders Street Station Underpass",2012-06-06,28512
"Flinders Street Station Underpass",2012-06-07,29269
"Flinders Street Station Underpass",2012-06-08,30757
"Flinders Street Station Underpass",2012-06-09,18463
"Flinders Street Station Underpass",2012-06-10,20426
"Flinders Street Station Underpass",2012-06-11,17080
"Flinders Street Station Underpass",2012-06-12,27488
"Flinders Street Station Underpass",2012-06-13,27600
"Flinders Street Station Underpass",2012-06-14,27379
"Flinders Street Station Underpass",2012-06-15,32916
"Flinders Street Station Underpass",2012-06-16,20844
"Flinders Street Station Underpass",2012-06-17,15459
"Flinders Street Station Underpass",2012-06-18,27995
"Flinders Street Station Underpass",2012-06-19,29076
"Flinders Street Station Underpass",2012-06-20,27360
"Flinders Street Station Underpass",2012-06-21,24292
"Flinders Street Station Underpass",2012-06-22,30122
"Flinders Street Station Underpass",2012-06-23,20327
"Flinders Street Station Underpass",2012-06-24,17886
"Flinders Street Station Underpass",2012-06-25,27080
"Flinders Street Station Underpass",2012-06-26,29099
"Flinders Street Station Underpass",2012-06-27,30293
"Flinders Street Station Underpass",2012-06-28,30553
"Flinders Street Station Underpass",2012-06-29,33046
"Flinders Street Station Underpass",2012-06-30,24811
"Flinders Street Station Underpass",2012-07-01,16005
"Flinders Street Station Underpass",2012-07-02,27346
"Flinders Street Station Underpass",2012-07-03,29194
"Flinders Street Station Underpass",2012-07-04,31114
"Flinders Street Station Underpass",2012-07-05,31941
"Flinders Street Station Underpass",2012-07-06,35072
"Flinders Street Station Underpass",2012-07-07,25606
"Flinders Street Station Underpass",2012-07-08,19645
"Flinders Street Station Underpass",2012-07-09,29736
"Flinders Street Station Underpass",2012-07-10,28630
"Flinders Street Station Underpass",2012-07-11,31289
"Flinders Street Station Underpass",2012-07-12,29131
"Flinders Street Station Underpass",2012-07-13,35145
"Flinders Street Station Underpass",2012-07-14,22296
"Flinders Street Station Underpass",2012-07-15,19060
"Flinders Street Station Underpass",2012-07-16,27783
"Flinders Street Station Underpass",2012-07-17,28921
"Flinders Street Station Underpass",2012-07-18,28228
"Flinders Street Station Underpass",2012-07-19,30046
"Flinders Street Station Underpass",2012-07-20,33316
"Flinders Street Station Underpass",2012-07-21,24117
"Flinders Street Station Underpass",2012-07-22,18491
"Flinders Street Station Underpass",2012-07-23,27528
"Flinders Street Station Underpass",2012-07-24,28002
"Flinders Street Station Underpass",2012-07-25,28736
"Flinders Street Station Underpass",2012-07-26,28652
"Flinders Street Station Underpass",2012-07-27,31009
"Flinders Street Station Underpass",2012-07-28,21046
"Flinders Street Station Underpass",2012-07-29,17590
"Flinders Street Station Underpass",2012-07-30,27213
"Flinders Street Station Underpass",2012-07-31,28413
"Flinders Street Station Underpass",2012-08-01,29164
"Flinders Street Station Underpass",2012-08-02,28833
"Flinders Street Station Underpass",2012-08-03,33414
"Flinders Street Station Underpass",2012-08-04,22020
"Flinders Street Station Underpass",2012-08-05,17356
"Flinders Street Station Underpass",2012-08-06,28211
"Flinders Street Station Underpass",2012-08-07,29303
"Flinders Street Station Underpass",2012-08-08,25921
"Flinders Street Station Underpass",2012-08-09,26684
"Flinders Street Station Underpass",2012-08-10,30462
"Flinders Street Station Underpass",2012-08-11,19171
"Flinders Street Station Underpass",2012-08-12,17869
"Flinders Street Station Underpass",2012-08-13,28414
"Flinders Street Station Underpass",2012-08-14,27085
"Flinders Street Station Underpass",2012-08-15,28078
"Flinders Street Station Underpass",2012-08-16,29282
"Flinders Street Station Underpass",2012-08-17,31344
"Flinders Street Station Underpass",2012-08-18,20260
"Flinders Street Station Underpass",2012-08-19,18623
"Flinders Street Station Underpass",2012-08-20,27796
"Flinders Street Station Underpass",2012-08-21,28372
"Flinders Street Station Underpass",2012-08-22,28552
"Flinders Street Station Underpass",2012-08-23,28105
"Flinders Street Station Underpass",2012-08-24,31732
"Flinders Street Station Underpass",2012-08-25,21066
"Flinders Street Station Underpass",2012-08-26,17190
"Flinders Street Station Underpass",2012-08-27,28248
"Flinders Street Station Underpass",2012-08-28,29295
"Flinders Street Station Underpass",2012-08-29,28690
"Flinders Street Station Underpass",2012-08-30,27949
"Flinders Street Station Underpass",2012-08-31,32156
"Flinders Street Station Underpass",2012-09-01,21590
"Flinders Street Station Underpass",2012-09-02,18005
"Flinders Street Station Underpass",2012-09-03,27898
"Flinders Street Station Underpass",2012-09-04,29191
"Flinders Street Station Underpass",2012-09-05,27899
"Flinders Street Station Underpass",2012-09-06,28212
"Flinders Street Station Underpass",2012-09-07,30336
"Flinders Street Station Underpass",2012-09-08,19047
"Flinders Street Station Underpass",2012-09-09,17049
"Flinders Street Station Underpass",2012-09-10,28742
"Flinders Street Station Underpass",2012-09-11,29774
"Flinders Street Station Underpass",2012-09-12,28163
"Flinders Street Station Underpass",2012-09-13,28016
"Flinders Street Station Underpass",2012-09-14,31697
"Flinders Street Station Underpass",2012-09-15,20361
"Flinders Street Station Underpass",2012-09-16,16415
"Flinders Street Station Underpass",2012-09-17,27425
"Flinders Street Station Underpass",2012-09-18,26396
"Flinders Street Station Underpass",2012-09-19,28851
"Flinders Street Station Underpass",2012-09-20,29723
"Flinders Street Station Underpass",2012-09-21,33169
"Flinders Street Station Underpass",2012-09-22,26622
"Flinders Street Station Underpass",2012-09-23,19221
"Flinders Street Station Underpass",2012-09-24,28353
"Flinders Street Station Underpass",2012-09-25,30314
"Flinders Street Station Underpass",2012-09-26,31669
"Flinders Street Station Underpass",2012-09-27,31948
"Flinders Street Station Underpass",2012-09-28,31220
"Flinders Street Station Underpass",2012-09-29,18239
"Flinders Street Station Underpass",2012-09-30,18423
"Flinders Street Station Underpass",2012-10-01,29853
"Flinders Street Station Underpass",2012-10-02,30603
"Flinders Street Station Underpass",2012-10-03,33412
"Flinders Street Station Underpass",2012-10-04,33127
"Flinders Street Station Underpass",2012-10-05,34426
"Flinders Street Station Underpass",2012-10-06,17095
"Flinders Street Station Underpass",2012-10-07,14854
"Flinders Street Station Underpass",2012-10-08,27311
"Flinders Street Station Underpass",2012-10-09,28029
"Flinders Street Station Underpass",2012-10-10,28092
"Flinders Street Station Underpass",2012-10-11,27576
"Flinders Street Station Underpass",2012-10-12,30935
"Flinders Street Station Underpass",2012-10-13,20473
"Flinders Street Station Underpass",2012-10-14,20336
"Flinders Street Station Underpass",2012-10-15,27307
"Flinders Street Station Underpass",2012-10-16,27292
"Flinders Street Station Underpass",2012-10-17,28898
"Flinders Street Station Underpass",2012-10-18,30041
"Flinders Street Station Underpass",2012-10-19,34022
"Flinders Street Station Underpass",2012-10-20,22570
"Flinders Street Station Underpass",2012-10-21,17016
"Flinders Street Station Underpass",2012-10-22,29767
"Flinders Street Station Underpass",2012-10-23,29921
"Flinders Street Station Underpass",2012-10-24,29631
"Flinders Street Station Underpass",2012-10-25,29300
"Flinders Street Station Underpass",2012-10-26,30606
"Flinders Street Station Underpass",2012-10-27,19536
"Flinders Street Station Underpass",2012-10-28,17560
"Flinders Street Station Underpass",2012-10-29,28887
"Flinders Street Station Underpass",2012-10-30,30347
"Flinders Street Station Underpass",2012-10-31,30102
"Flinders Street Station Underpass",2012-11-01,28356
"Flinders Street Station Underpass",2012-11-02,31466
"Flinders Street Station Underpass",2012-11-03,22383
"Flinders Street Station Underpass",2012-11-04,19301
"Flinders Street Station Underpass",2012-11-05,27948
"Flinders Street Station Underpass",2012-11-06,19907
"Flinders Street Station Underpass",2012-11-07,30593
"Flinders Street Station Underpass",2012-11-08,31870
"Flinders Street Station Underpass",2012-11-09,30884
"Flinders Street Station Underpass",2012-11-10,22772
"Flinders Street Station Underpass",2012-11-11,19004
"Flinders Street Station Underpass",2012-11-12,23443
"Flinders Street Station Underpass",2012-11-13,23313
"Flinders Street Station Underpass",2012-11-14,22725
"Flinders Street Station Underpass",2012-11-15,23753
"Flinders Street Station Underpass",2012-11-16,27760
"Flinders Street Station Underpass",2012-11-17,19267
"Flinders Street Station Underpass",2012-11-18,17699
"Flinders Street Station Underpass",2012-11-19,23522
"Flinders Street Station Underpass",2012-11-20,22883
"Flinders Street Station Underpass",2012-11-21,22016
"Flinders Street Station Underpass",2012-11-22,24312
"Flinders Street Station Underpass",2012-11-23,28602
"Flinders Street Station Underpass",2012-11-24,19629
"Flinders Street Station Underpass",2012-11-25,15558
"Flinders Street Station Underpass",2012-11-26,22203
"Flinders Street Station Underpass",2012-11-27,20989
"Flinders Street Station Underpass",2012-11-28,25038
"Flinders Street Station Underpass",2012-11-29,22584
"Flinders Street Station Underpass",2012-11-30,27966
"Flinders Street Station Underpass",2012-12-01,20962
"Flinders Street Station Underpass",2012-12-02,18425
"Flinders Street Station Underpass",2012-12-03,22924
"Flinders Street Station Underpass",2012-12-04,21819
"Flinders Street Station Underpass",2012-12-05,23599
"Flinders Street Station Underpass",2012-12-06,24434
"Flinders Street Station Underpass",2012-12-07,30055
"Flinders Street Station Underpass",2012-12-08,19389
"Flinders Street Station Underpass",2012-12-09,18352
"Flinders Street Station Underpass",2012-12-10,24686
"Flinders Street Station Underpass",2012-12-11,25639
"Flinders Street Station Underpass",2012-12-12,25842
"Flinders Street Station Underpass",2012-12-13,24186
"Flinders Street Station Underpass",2012-12-14,26533
"Flinders Street Station Underpass",2012-12-15,20410
"Flinders Street Station Underpass",2012-12-16,17384
"Flinders Street Station Underpass",2012-12-17,25241
"Flinders Street Station Underpass",2012-12-18,25768
"Flinders Street Station Underpass",2012-12-19,24451
"Flinders Street Station Underpass",2012-12-20,26749
"Flinders Street Station Underpass",2012-12-21,31492
"Flinders Street Station Underpass",2012-12-22,22105
"Flinders Street Station Underpass",2012-12-23,16410
"Flinders Street Station Underpass",2012-12-24,19992
"Flinders Street Station Underpass",2012-12-25,11774
"Flinders Street Station Underpass",2012-12-26,21290
"Flinders Street Station Underpass",2012-12-27,21150
"Flinders Street Station Underpass",2012-12-28,23295
"Flinders Street Station Underpass",2012-12-29,19908
"Flinders Street Station Underpass",2012-12-30,19087
"Flinders Street Station Underpass",2012-12-31,31172
"Flinders Street Station Underpass",2013-01-01,20215
"Flinders Street Station Underpass",2013-01-02,21406
"Flinders Street Station Underpass",2013-01-03,20294
"Flinders Street Station Underpass",2013-01-04,17716
"Flinders Street Station Underpass",2013-01-05,17392
"Flinders Street Station Underpass",2013-01-06,14861
"Flinders Street Station Underpass",2013-01-07,21584
"Flinders Street Station Underpass",2013-01-08,22035
"Flinders Street Station Underpass",2013-01-09,22167
"Flinders Street Station Underpass",2013-01-10,23316
"Flinders Street Station Underpass",2013-01-11,23863
"Flinders Street Station Underpass",2013-01-12,17716
"Flinders Street Station Underpass",2013-01-13,14370
"Flinders Street Station Underpass",2013-01-14,22907
"Flinders Street Station Underpass",2013-01-15,24489
"Flinders Street Station Underpass",2013-01-16,25405
"Flinders Street Station Underpass",2013-01-17,23207
"Flinders Street Station Underpass",2013-01-18,26428
"Flinders Street Station Underpass",2013-01-19,19646
"Flinders Street Station Underpass",2013-01-20,16029
"Flinders Street Station Underpass",2013-01-21,23432
"Flinders Street Station Underpass",2013-01-22,24391
"Flinders Street Station Underpass",2013-01-23,25027
"Flinders Street Station Underpass",2013-01-24,23470
"Flinders Street Station Underpass",2013-01-25,25947
"Flinders Street Station Underpass",2013-01-26,20695
"Flinders Street Station Underpass",2013-01-27,18172
"Flinders Street Station Underpass",2013-01-28,14866
"Flinders Street Station Underpass",2013-01-29,21293
"Flinders Street Station Underpass",2013-01-30,22802
"Flinders Street Station Underpass",2013-01-31,20151
"Flinders Street Station Underpass",2013-02-01,23714
"Flinders Street Station Underpass",2013-02-02,17593
"Flinders Street Station Underpass",2013-02-03,13669
"Flinders Street Station Underpass",2013-02-04,22151
"Flinders Street Station Underpass",2013-02-05,21278
"Flinders Street Station Underpass",2013-02-06,21105
"Flinders Street Station Underpass",2013-02-07,22143
"Flinders Street Station Underpass",2013-02-08,25661
"Flinders Street Station Underpass",2013-02-09,22481
"Flinders Street Station Underpass",2013-02-10,23416
"Flinders Street Station Underpass",2013-02-11,22171
"Flinders Street Station Underpass",2013-02-12,22688
"Flinders Street Station Underpass",2013-02-13,23116
"Flinders Street Station Underpass",2013-02-14,25040
"Flinders Street Station Underpass",2013-02-15,25993
"Flinders Street Station Underpass",2013-02-16,18214
"Flinders Street Station Underpass",2013-02-17,15200
"Flinders Street Station Underpass",2013-02-18,19662
"Flinders Street Station Underpass",2013-02-19,19667
"Flinders Street Station Underpass",2013-02-20,24002
"Flinders Street Station Underpass",2013-02-21,22222
"Flinders Street Station Underpass",2013-02-22,26003
"Flinders Street Station Underpass",2013-02-23,31810
"Flinders Street Station Underpass",2013-02-24,23966
"Flinders Street Station Underpass",2013-02-25,21073
"Flinders Street Station Underpass",2013-02-26,20301
"Flinders Street Station Underpass",2013-02-27,22166
"Flinders Street Station Underpass",2013-02-28,23726
"Flinders Street Station Underpass",2013-03-01,25822
"Flinders Street Station Underpass",2013-03-02,21206
"Flinders Street Station Underpass",2013-03-03,17036
"Flinders Street Station Underpass",2013-03-04,22501
"Flinders Street Station Underpass",2013-03-05,23281
"Flinders Street Station Underpass",2013-03-06,23502
"Flinders Street Station Underpass",2013-03-07,23464
"Flinders Street Station Underpass",2013-03-08,27542
"Flinders Street Station Underpass",2013-03-09,20485
"Flinders Street Station Underpass",2013-03-10,20563
"Flinders Street Station Underpass",2013-03-11,16245
"Flinders Street Station Underpass",2013-03-12,21170
"Flinders Street Station Underpass",2013-03-13,22370
"Flinders Street Station Underpass",2013-03-14,24004
"Flinders Street Station Underpass",2013-03-15,26641
"Flinders Street Station Underpass",2013-03-16,17194
"Flinders Street Station Underpass",2013-03-17,14310
"Flinders Street Station Underpass",2013-03-18,23392
"Flinders Street Station Underpass",2013-03-19,23855
"Flinders Street Station Underpass",2013-03-20,23456
"Flinders Street Station Underpass",2013-03-21,22390
"Flinders Street Station Underpass",2013-03-22,25863
"Flinders Street Station Underpass",2013-03-23,19014
"Flinders Street Station Underpass",2013-03-24,16919
"Flinders Street Station Underpass",2013-03-25,23004
"Flinders Street Station Underpass",2013-03-26,22955
"Flinders Street Station Underpass",2013-03-27,22238
"Flinders Street Station Underpass",2013-03-28,22825
"Flinders Street Station Underpass",2013-03-29,15871
"Flinders Street Station Underpass",2013-03-30,19448
"Flinders Street Station Underpass",2013-03-31,16007
"Flinders Street Station Underpass",2013-04-01,13879
"Flinders Street Station Underpass",2013-04-02,20055
"Flinders Street Station Underpass",2013-04-03,21689
"Flinders Street Station Underpass",2013-04-04,23708
"Flinders Street Station Underpass",2013-04-05,26360
"Flinders Street Station Underpass",2013-04-06,18355
"Flinders Street Station Underpass",2013-04-07,15311
"Flinders Street Station Underpass",2013-04-08,21717
"Flinders Street Station Underpass",2013-04-09,23100
"Flinders Street Station Underpass",2013-04-10,22919
"Flinders Street Station Underpass",2013-04-11,20938
"Flinders Street Station Underpass",2013-04-12,26164
"Flinders Street Station Underpass",2013-04-13,16280
"Flinders Street Station Underpass",2013-04-14,13413
"Flinders Street Station Underpass",2013-04-15,19221
"Flinders Street Station Underpass",2013-04-16,21675
"Flinders Street Station Underpass",2013-04-17,21832
"Flinders Street Station Underpass",2013-04-18,20475
"Flinders Street Station Underpass",2013-04-19,24970
"Flinders Street Station Underpass",2013-04-20,18475
"Flinders Street Station Underpass",2013-04-21,15272
"Flinders Street Station Underpass",2013-04-22,19180
"Flinders Street Station Underpass",2013-04-23,21518
"Flinders Street Station Underpass",2013-04-24,23200
"Flinders Street Station Underpass",2013-04-25,19673
"Flinders Street Station Underpass",2013-04-26,25146
"Flinders Street Station Underpass",2013-04-27,19659
"Flinders Street Station Underpass",2013-04-28,14669
"Flinders Street Station Underpass",2013-04-29,21034
"Flinders Street Station Underpass",2013-04-30,22037
"Flinders Street Station Underpass",2013-05-01,20039
"Flinders Street Station Underpass",2013-05-02,23107
"Flinders Street Station Underpass",2013-05-03,24235
"Flinders Street Station Underpass",2013-05-04,17176
"Flinders Street Station Underpass",2013-05-05,13225
"Flinders Street Station Underpass",2013-05-06,20256
"Flinders Street Station Underpass",2013-05-07,20468
"Flinders Street Station Underpass",2013-05-08,21554
"Flinders Street Station Underpass",2013-05-09,23860
"Flinders Street Station Underpass",2013-05-10,25557
"Flinders Street Station Underpass",2013-05-11,17619
"Flinders Street Station Underpass",2013-05-12,14229
"Flinders Street Station Underpass",2013-05-13,18732
"Flinders Street Station Underpass",2013-05-14,19843
"Flinders Street Station Underpass",2013-05-15,17729
"Flinders Street Station Underpass",2013-05-16,18801
"Flinders Street Station Underpass",2013-05-17,21777
"Flinders Street Station Underpass",2013-05-18,16227
"Flinders Street Station Underpass",2013-05-19,13928
"Flinders Street Station Underpass",2013-05-20,18417
"Flinders Street Station Underpass",2013-05-21,19574
"Flinders Street Station Underpass",2013-05-22,20962
"Flinders Street Station Underpass",2013-05-23,21941
"Flinders Street Station Underpass",2013-05-24,25066
"Flinders Street Station Underpass",2013-05-25,18197
"Flinders Street Station Underpass",2013-05-26,13338
"Flinders Street Station Underpass",2013-05-27,19329
"Flinders Street Station Underpass",2013-05-28,20721
"Flinders Street Station Underpass",2013-05-29,19674
"Flinders Street Station Underpass",2013-05-30,18060
"Flinders Street Station Underpass",2013-05-31,23047
"Flinders Street Station Underpass",2013-06-01,13816
"Flinders Street Station Underpass",2013-06-02,13873
"Flinders Street Station Underpass",2013-06-03,19880
"Flinders Street Station Underpass",2013-06-04,19921
"Flinders Street Station Underpass",2013-06-05,19965
"Flinders Street Station Underpass",2013-06-06,20870
"Flinders Street Station Underpass",2013-06-07,23387
"Flinders Street Station Underpass",2013-06-08,18590
"Flinders Street Station Underpass",2013-06-09,18384
"Flinders Street Station Underpass",2013-06-10,13962
"Flinders Street Station Underpass",2013-06-11,18663
"Flinders Street Station Underpass",2013-06-12,17377
"Flinders Street Station Underpass",2013-06-13,17820
"Flinders Street Station Underpass",2013-06-14,23568
"Flinders Street Station Underpass",2013-06-15,15922
"Flinders Street Station Underpass",2013-06-16,12054
"Flinders Street Station Underpass",2013-06-17,16560
"Flinders Street Station Underpass",2013-06-18,20189
"Flinders Street Station Underpass",2013-06-19,20509
"Flinders Street Station Underpass",2013-06-20,21212
"Flinders Street Station Underpass",2013-06-21,23447
"Flinders Street Station Underpass",2013-06-22,17619
"Flinders Street Station Underpass",2013-06-23,14085
"Flinders Street Station Underpass",2013-06-24,20337
"Flinders Street Station Underpass",2013-06-25,21931
"Flinders Street Station Underpass",2013-06-26,21757
"Flinders Street Station Underpass",2013-06-27,23139
"Flinders Street Station Underpass",2013-06-28,28090
"Flinders Street Station Underpass",2013-06-29,20412
"Flinders Street Station Underpass",2013-06-30,18072
"Flinders Street Station Underpass",2013-07-01,21134
"Flinders Street Station Underpass",2013-07-02,21444
"Flinders Street Station Underpass",2013-07-03,21611
"Flinders Street Station Underpass",2013-07-04,21579
"Flinders Street Station Underpass",2013-07-05,24236
"Flinders Street Station Underpass",2013-07-06,17207
"Flinders Street Station Underpass",2013-07-07,14751
"Flinders Street Station Underpass",2013-07-08,22601
"Flinders Street Station Underpass",2013-07-09,22492
"Flinders Street Station Underpass",2013-07-10,23147
"Flinders Street Station Underpass",2013-07-11,23365
"Flinders Street Station Underpass",2013-07-12,26395
"Flinders Street Station Underpass",2013-07-13,15068
"Flinders Street Station Underpass",2013-07-14,12405
"Flinders Street Station Underpass",2013-07-15,21005
"Flinders Street Station Underpass",2013-07-16,21180
"Flinders Street Station Underpass",2013-07-17,21973
"Flinders Street Station Underpass",2013-07-18,20947
"Flinders Street Station Underpass",2013-07-19,22842
"Flinders Street Station Underpass",2013-07-20,12879
"Flinders Street Station Underpass",2013-07-21,15782
"Flinders Street Station Underpass",2013-07-22,20476
"Flinders Street Station Underpass",2013-07-23,20436
"Flinders Street Station Underpass",2013-07-24,24003
"Flinders Street Station Underpass",2013-07-25,23136
"Flinders Street Station Underpass",2013-07-26,23699
"Flinders Street Station Underpass",2013-07-27,18036
"Flinders Street Station Underpass",2013-07-28,12787
"Flinders Street Station Underpass",2013-07-29,21001
"Flinders Street Station Underpass",2013-07-30,20736
"Flinders Street Station Underpass",2013-07-31,20815
"Flinders Street Station Underpass",2013-08-01,21395
"Flinders Street Station Underpass",2013-08-02,21642
"Flinders Street Station Underpass",2013-08-03,14061
"Flinders Street Station Underpass",2013-08-04,13180
"Flinders Street Station Underpass",2013-08-05,20118
"Flinders Street Station Underpass",2013-08-06,19784
"Flinders Street Station Underpass",2013-08-07,19363
"Flinders Street Station Underpass",2013-08-08,22243
"Flinders Street Station Underpass",2013-08-09,21374
"Flinders Street Station Underpass",2013-08-10,18601
"Flinders Street Station Underpass",2013-08-11,14661
"Flinders Street Station Underpass",2013-08-12,19468
"Flinders Street Station Underpass",2013-08-13,20853
"Flinders Street Station Underpass",2013-08-14,19410
"Flinders Street Station Underpass",2013-08-15,22188
"Flinders Street Station Underpass",2013-08-16,24682
"Flinders Street Station Underpass",2013-08-17,19056
"Flinders Street Station Underpass",2013-08-18,14046
"Flinders Street Station Underpass",2013-08-19,19090
"Flinders Street Station Underpass",2013-08-20,19259
"Flinders Street Station Underpass",2013-08-21,20209
"Flinders Street Station Underpass",2013-08-22,20685
"Flinders Street Station Underpass",2013-08-23,23188
"Flinders Street Station Underpass",2013-08-24,16630
"Flinders Street Station Underpass",2013-08-25,14931
"Flinders Street Station Underpass",2013-08-26,20921
"Flinders Street Station Underpass",2013-08-27,20981
"Flinders Street Station Underpass",2013-08-28,21020
"Flinders Street Station Underpass",2013-08-29,20726
"Flinders Street Station Underpass",2013-08-30,23222
"Flinders Street Station Underpass",2013-08-31,19171
"Flinders Street Station Underpass",2013-09-01,14995
"Flinders Street Station Underpass",2013-09-02,20730
"Flinders Street Station Underpass",2013-09-03,20440
"Flinders Street Station Underpass",2013-09-04,20765
"Flinders Street Station Underpass",2013-09-05,18498
"Flinders Street Station Underpass",2013-09-06,23514
"Flinders Street Station Underpass",2013-09-07,16560
"Flinders Street Station Underpass",2013-09-08,13564
"Flinders Street Station Underpass",2013-09-09,19031
"Flinders Street Station Underpass",2013-09-10,19466
"Flinders Street Station Underpass",2013-09-11,20107
"Flinders Street Station Underpass",2013-09-12,19791
"Flinders Street Station Underpass",2013-09-13,23711
"Flinders Street Station Underpass",2013-09-14,16638
"Flinders Street Station Underpass",2013-09-15,15370
"Flinders Street Station Underpass",2013-09-16,16933
"Flinders Street Station Underpass",2013-09-17,19820
"Flinders Street Station Underpass",2013-09-18,19269
"Flinders Street Station Underpass",2013-09-19,20340
"Flinders Street Station Underpass",2013-09-20,21949
"Flinders Street Station Underpass",2013-09-21,18463
"Flinders Street Station Underpass",2013-09-22,15153
"Flinders Street Station Underpass",2013-09-23,21796
"Flinders Street Station Underpass",2013-09-24,21725
"Flinders Street Station Underpass",2013-09-25,22013
"Flinders Street Station Underpass",2013-09-26,20705
"Flinders Street Station Underpass",2013-09-27,29909
"Flinders Street Station Underpass",2013-09-28,14747
"Flinders Street Station Underpass",2013-09-29,16827
"Flinders Street Station Underpass",2013-09-30,22212
"Flinders Street Station Underpass",2013-10-01,21650
"Flinders Street Station Underpass",2013-10-02,21497
"Flinders Street Station Underpass",2013-10-03,22668
"Flinders Street Station Underpass",2013-10-04,27136
"Flinders Street Station Underpass",2013-10-05,17713
"Flinders Street Station Underpass",2013-10-06,12935
"Flinders Street Station Underpass",2013-10-07,20699
"Flinders Street Station Underpass",2013-10-08,20587
"Flinders Street Station Underpass",2013-10-09,21240
"Flinders Street Station Underpass",2013-10-10,18749
"Flinders Street Station Underpass",2013-10-11,24672
"Flinders Street Station Underpass",2013-10-12,21694
"Flinders Street Station Underpass",2013-10-13,10533
"Flinders Street Station Underpass",2013-10-14,18787
"Flinders Street Station Underpass",2013-10-15,21238
"Flinders Street Station Underpass",2013-10-16,21466
"Flinders Street Station Underpass",2013-10-17,20137
"Flinders Street Station Underpass",2013-10-18,26067
"Flinders Street Station Underpass",2013-10-19,18058
"Flinders Street Station Underpass",2013-10-20,14054
"Flinders Street Station Underpass",2013-10-21,18687
"Flinders Street Station Underpass",2013-10-22,18194
"Flinders Street Station Underpass",2013-10-23,18648
"Flinders Street Station Underpass",2013-10-24,20312
"Flinders Street Station Underpass",2013-10-25,23926
"Flinders Street Station Underpass",2013-10-26,17675
"Flinders Street Station Underpass",2013-10-27,14841
"Flinders Street Station Underpass",2013-10-28,19426
"Flinders Street Station Underpass",2013-10-29,21866
"Flinders Street Station Underpass",2013-10-30,21048
"Flinders Street Station Underpass",2013-10-31,22289
"Flinders Street Station Underpass",2013-11-01,25122
"Flinders Street Station Underpass",2013-11-02,17120
"Flinders Street Station Underpass",2013-11-03,14384
"Flinders Street Station Underpass",2013-11-04,21731
"Flinders Street Station Underpass",2013-11-05,15376
"Flinders Street Station Underpass",2013-11-06,23570
"Flinders Street Station Underpass",2013-11-07,20557
"Flinders Street Station Underpass",2013-11-08,22372
"Flinders Street Station Underpass",2013-11-09,14933
"Flinders Street Station Underpass",2013-11-10,12891
"Flinders Street Station Underpass",2013-11-11,19737
"Flinders Street Station Underpass",2013-11-12,18245
"Flinders Street Station Underpass",2013-11-13,17776
"Flinders Street Station Underpass",2013-11-14,22169
"Flinders Street Station Underpass",2013-11-15,25194
"Flinders Street Station Underpass",2013-11-16,17192
"Flinders Street Station Underpass",2013-11-17,16947
"Flinders Street Station Underpass",2013-11-18,20928
"Flinders Street Station Underpass",2013-11-19,22960
"Flinders Street Station Underpass",2013-11-20,21245
