"date","rainfall_mm","maxTemp","minTemp"
2013-07-25,0,12.4,4.1
2013-07-26,0.6,15.1,7.8
2013-07-27,NA,14.1,9.3
2013-07-28,NA,18.2,10.5
2013-07-29,5,19.5,12.2
2013-07-30,2.2,16.2,10.3
2013-07-31,0,15.7,3.6
2013-08-01,0,14.8,5.2
2013-08-02,0,13.9,7.7
2013-08-03,NA,12.9,7.2
2013-08-04,NA,14.1,8.3
2013-08-05,17,16.1,9.4
2013-08-06,6.2,16.8,11
2013-08-07,0.8,13.7,6.9
2013-08-08,15.8,15.4,7
2013-08-09,6.4,11.7,8.3
2013-08-10,NA,18.3,8.8
2013-08-11,NA,16.5,8.4
2013-08-12,0,14.7,10.5
2013-08-13,1.6,16.5,8.4
2013-08-14,0,14.4,10.7
2013-08-15,1.2,17.9,7.4
2013-08-16,0,17.5,10.5
2013-08-17,NA,15.8,9.4
2013-08-18,NA,17.7,10.9
2013-08-19,0.6,14,7.6
2013-08-20,0.6,13.5,5.3
2013-08-21,0.2,14.1,6.8
2013-08-22,0,15.4,9.4
2013-08-23,3.2,15.1,11.1
2013-08-24,NA,16.8,10.3
2013-08-25,NA,17.4,11.5
2013-08-26,0.4,19.1,10.9
2013-08-27,0,20.6,9.1
2013-08-28,0,22.5,11.3
2013-08-29,0,23.1,13.9
2013-08-30,3.6,19.3,14.6
2013-08-31,1,22.5,10.6
2013-09-01,0.2,23.8,14.5
2013-09-02,0,21.2,14.8
2013-09-03,0,24.6,10.6
2013-09-04,0,23.9,14.2
2013-09-05,0,19.8,19.7
2013-09-06,3.2,15.3,11.8
2013-09-07,NA,20.1,8.8
2013-09-08,NA,18.3,8.8
2013-09-09,0.2,22.9,11.5
2013-09-10,0,17.2,11.9
2013-09-11,0.2,17.9,11.2
2013-09-12,2.4,16,8.5
2013-09-13,2,16,3.9
2013-09-14,NA,19.2,7.8
2013-09-15,NA,21.8,10.4
2013-09-16,3.2,16.7,13
2013-09-17,23.8,19.6,12
2013-09-18,0,20.1,13.1
2013-09-19,10.4,17.3,10.2
2013-09-20,1.8,18.4,10.3
2013-09-21,NA,19.3,6.4
2013-09-22,NA,21.2,11.2
2013-09-23,2.4,24,9.9
2013-09-24,0,24.6,14.9
2013-09-25,NA,24.8,16.5
2013-09-26,33.6,16.2,11.6
2013-09-27,1.4,20.2,7.2
2013-09-28,NA,16.4,8.8
2013-09-29,NA,21.4,7.6
2013-09-30,2.4,23.7,14.3
2013-10-01,2,17.7,11.6
2013-10-02,0.2,17.1,9.8
2013-10-03,1.4,16.5,8.2
2013-10-04,0.4,21.5,5.8
2013-10-05,NA,25.5,12.8
2013-10-06,NA,17.9,13.5
2013-10-07,3,17.9,9.3
2013-10-08,1,21.8,11
2013-10-09,0,26.7,13.6
2013-10-10,0,16.6,16.4
2013-10-11,4.2,21.3,10
2013-10-12,NA,25.5,11.3
2013-10-13,NA,17.4,12.3
2013-10-14,5.4,15,7.6
2013-10-15,2.6,19.5,9.4
2013-10-16,0,27.4,12.9
2013-10-17,1.8,16,10.8
2013-10-18,0.8,22.1,6.6
2013-10-19,0,26.5,12.2
2013-10-20,0,31.6,17.3
2013-10-21,0,17.6,14.8
2013-10-22,0.4,17.2,12.3
2013-10-23,16,16.1,12.9
2013-10-24,6.4,16,7.2
2013-10-25,0.6,16.3,7.5
2013-10-26,NA,17.2,10.2
2013-10-27,NA,18.2,9.9
2013-10-28,1.8,18.2,11.3
2013-10-29,3.4,18.4,11.7
2013-10-30,0,19.9,12.2
2013-10-31,0,18.4,12.3
2013-11-01,0,22.7,9.5
2013-11-02,NA,26.1,12.8
2013-11-03,NA,17.7,13.3
2013-11-04,1.4,17.8,10.3
2013-11-05,0,26,9.1
2013-11-06,0,30.7,12.2
2013-11-07,0,25.8,20.2
2013-11-08,0,18.6,14.4
2013-11-09,NA,17.5,10.3
2013-11-10,NA,18.1,9.7
2013-11-11,8,19.4,9.8
2013-11-12,1,15.9,12.4
2013-11-13,20,14.7,10
2013-11-14,7.8,17.5,10.7
2013-11-15,0.2,19,11.6
2013-11-16,NA,19,10.7
2013-11-17,NA,20.6,9.6
2013-11-18,0,27.7,11.5
2013-11-19,0,31.6,14.7
2013-11-20,NA,18.9,14.4
2013-11-21,0.2,24.1,11.9
2013-11-22,0,23,13.3
2013-11-23,NA,20.2,13.1
2013-11-24,NA,19.6,11.7
2013-11-25,12,22.9,13.2
2013-11-26,0,29.1,10.3
2013-11-27,0,33.1,15.7
2013-11-28,0,24.2,21.8
2013-11-29,8.4,19.3,12
2013-11-30,0.2,19.8,12.3
2013-12-01,0,31,10.1
2013-12-02,0,36,16.6
2013-12-03,0,24.9,16.9
2013-12-04,9,21,17.2
2013-12-05,7.6,16.8,10.7
2013-12-06,NA,19.1,7.9
2013-12-07,NA,27.1,11
2013-12-08,NA,27.8,16.3
2013-12-09,3.6,18.4,16.3
2013-12-10,NA,21,12.5
2013-12-11,13.4,21.1,13.7
2013-12-12,2.4,24,11
2013-12-13,0,22.7,14.4
2013-12-14,0,20,14.4
2013-12-15,0,21.7,14
2013-12-16,0,21.4,14.8
2013-12-17,0,22.1,14.2
2013-12-18,0,26.9,13.9
2013-12-19,0,39.9,15.7
2013-12-20,0,24.2,21.3
2013-12-21,0,21.4,15.1
2013-12-22,0,28.4,16.6
2013-12-23,2.6,18.2,14.6
2013-12-24,2.4,23.3,13.5
2013-12-25,0,31.8,12.3
2013-12-26,0,27.6,17.7
2013-12-27,0,22.4,16.4
2013-12-28,0,36.5,14.8
2013-12-29,0,20.9,14.4
2013-12-30,0,22.6,11.6
2013-12-31,0,25.4,12
2014-01-01,0,26.3,16.2
2014-01-02,4.8,23.6,15.2
2014-01-03,0,22.3,13.9
2014-01-04,NA,20.7,13.4
2014-01-05,NA,26.7,10.9
2014-01-06,1.4,20.2,12.7
2014-01-07,0,20.8,14
2014-01-08,0,27.5,11.7
2014-01-09,0,33.3,14.3
2014-01-10,0,34.7,18.3
2014-01-11,0,22.7,17.8
2014-01-12,0,22.8,16.5
2014-01-13,0,31.1,15.2
2014-01-14,0,42.8,18.3
2014-01-15,0,41.7,28.6
2014-01-16,0,43.9,27
2014-01-17,1.2,43.9,25.6
2014-01-18,NA,24,21.5
2014-01-19,NA,22.8,16.2
2014-01-20,0.4,24.8,17
2014-01-21,0,23.7,16.8
2014-01-22,0,24.3,16.2
2014-01-23,0,30.4,13.6
2014-01-24,1.2,23,16.9
2014-01-25,NA,21,15.5
2014-01-26,NA,27.2,13
2014-01-27,NA,35.3,16.9
2014-01-28,NA,42,24.5
2014-01-29,4.6,25.1,18.4
2014-01-30,0,30,16
2014-01-31,0,27,18.6
2014-02-01,0,30.2,18.6
2014-02-02,0,39,18.3
2014-02-03,0,34,22.7
2014-02-04,0.6,26.2,14.8
2014-02-05,0,31.1,13.9
2014-02-06,0,35.6,17.4
2014-02-07,0,36.6,22.9
2014-02-08,0,41,18.6
2014-02-09,0,40.4,22.2
2014-02-10,0,24.9,15.9
2014-02-11,0,27,14.6
2014-02-12,0,27.2,17.1
2014-02-13,0,26.9,18.9
2014-02-14,0,27,19.4
2014-02-15,NA,28.9,21
2014-02-16,NA,24.1,17.1
2014-02-17,14.8,25.9,16.2
2014-02-18,0,30.4,14.5
2014-02-19,0,25.4,17.5
2014-02-20,9.4,20.8,12.6
2014-02-21,0,20.8,13.2
2014-02-22,NA,20.2,14.2
2014-02-23,NA,23.8,14.2
2014-02-24,0.6,25.2,14.6
2014-02-25,0,33,15.5
2014-02-26,0,22.6,15.1
2014-02-27,0.2,22.3,14.4
2014-02-28,0,23.5,13.8
2014-03-01,0,24.2,15.9
2014-03-02,0,23.4,16.9
2014-03-03,0,25.3,15.7
2014-03-04,0,33.7,16
2014-03-05,0,23,19.5
2014-03-06,0,21.4,14.3
2014-03-07,0,23.1,14.3
2014-03-08,0,28.4,15
2014-03-09,0,33.1,16.5
2014-03-10,0,32.7,21.3
2014-03-11,0,31.2,19.3
2014-03-12,2.2,22.2,16.7
2014-03-13,0,22.9,13.7
2014-03-14,0,27.3,14.9
2014-03-15,NA,29.6,17.3
2014-03-16,NA,20.5,13.7
2014-03-17,5.8,24.9,14.2
2014-03-18,0,25.1,15.9
2014-03-19,0,22.7,13.7
2014-03-20,0,30.9,11.2
2014-03-21,0,23.6,14.6
2014-03-22,NA,19.6,13.3
2014-03-23,NA,19.3,13.9
2014-03-24,4.4,19,12.5
2014-03-25,0.8,24.6,12.1
2014-03-26,0,27,14.1
2014-03-27,4.4,25.4,17.1
2014-03-28,7.8,22.1,17.1
2014-03-29,NA,24.4,12.7
2014-03-30,NA,26.5,14.6
2014-03-31,0.8,30.9,16.6
2014-04-01,0,33.4,18.9
2014-04-02,0,24.9,23
2014-04-03,0.6,18.3,15.1
2014-04-04,0,20.7,14.6
2014-04-05,0,24.5,15
2014-04-06,0,25.4,12.5
2014-04-07,NA,24.9,13.3
2014-04-08,NA,22,16.6
2014-04-09,14.8,18,16.7
2014-04-10,18.6,19.3,16.5
2014-04-11,12.8,19.2,17
2014-04-12,NA,23,15.5
2014-04-13,NA,22.5,13
2014-04-14,1,21.1,12.5
2014-04-15,0,21.9,12.6
2014-04-16,0,22.3,10
2014-04-17,0,25.1,11.2
2014-04-18,NA,19,13.9
2014-04-19,NA,18.1,11.7
2014-04-20,NA,19.1,12.7
2014-04-21,NA,18.5,12.5
2014-04-22,8.4,16.8,13.3
2014-04-23,6.6,19.4,11.9
2014-04-24,0.6,18.8,12.3
2014-04-25,0,20.9,6.5
2014-04-26,0,19.3,9
2014-04-27,0,17.6,9.5
2014-04-28,0,22.4,6.5
2014-04-29,0,20,13.9
2014-04-30,13.4,17.8,10.5
2014-05-01,0,16.2,6.3
2014-05-02,0.2,14.3,9.1
2014-05-03,NA,17.6,10.1
2014-05-04,NA,14.2,8.7
2014-05-05,10.8,16.7,9.8
2014-05-06,1,16.5,10.7
2014-05-07,1.2,16.5,9.7
2014-05-08,0,18.9,4.3
2014-05-09,0,18.6,7
2014-05-10,NA,16.6,12.1
2014-05-11,NA,20,9.7
2014-05-12,13.2,20.1,7.8
2014-05-13,0,20.4,8.3
2014-05-14,0,20.5,8.7
2014-05-15,0,22.5,13.9
2014-05-16,0,23.2,16.8
2014-05-17,0,20.1,16.8
2014-05-18,0,21.5,17.3
2014-05-19,0,23.5,17.4
2014-05-20,0,21.8,14.2
2014-05-21,1.6,23.8,11
2014-05-22,0,21.1,12.5
2014-05-23,4.6,20.7,15.5
2014-05-24,NA,18.1,10.9
2014-05-25,NA,20.5,12.2
2014-05-26,0.6,22.1,12.3
2014-05-27,0,20.1,15.8
2014-05-28,2,19,13
2014-05-29,0,15.9,9.8
2014-05-30,0,17.9,6.4
2014-05-31,0,18.8,7
2014-06-01,NA,15.1,11.4
2014-06-02,7.8,17.4,11.5
2014-06-03,3.2,16.6,12.6
2014-06-04,3,18.6,10.8
2014-06-05,5.2,17.1,11.9
2014-06-06,0.8,16.6,8.5
2014-06-07,NA,17.5,10.5
2014-06-08,NA,15.9,11.2
2014-06-09,NA,15.6,8.6
2014-06-10,0.4,19,9.7
2014-06-11,0,16.6,6.9
2014-06-12,0,16.3,9.2
2014-06-13,5.8,17,12.2
2014-06-14,NA,15.8,10.3
2014-06-15,NA,16.4,9.9
2014-06-16,2.4,17,10.4
2014-06-17,2.2,16.3,10.1
2014-06-18,0,14.3,11.1
2014-06-19,0,12.3,8
2014-06-20,0,15.5,9.3
2014-06-21,0,15.7,11.3
2014-06-22,0,15.8,7.7
2014-06-23,0,14.7,8.5
2014-06-24,4.6,14.5,7.1
2014-06-25,6.2,16,8.6
2014-06-26,0.6,16.8,11.2
2014-06-27,0,14.7,11
2014-06-28,NA,13,9.6
2014-06-29,NA,11.3,8.8
2014-06-30,11.2,13.3,6.5
2014-07-01,0.4,13.4,8.3
2014-07-02,0,17.3,10.8
2014-07-03,0,12.7,7.7
2014-07-04,0,12.9,8.2
2014-07-05,NA,15.4,8.6
2014-07-06,NA,14.1,10.3
2014-07-07,0.8,16,9
2014-07-08,0,14.9,9.2
2014-07-09,0.2,11.2,9.3
2014-07-10,4.6,15.6,7.7
2014-07-11,0.2,14.4,8
2014-07-12,NA,11.6,7.2
2014-07-13,NA,15,5.2
2014-07-14,5.8,13.4,6.9
2014-07-15,0,13.1,8.3
2014-07-16,2.2,14.7,9.7
2014-07-17,0,12.3,8.8
2014-07-18,3,14.3,5.9
2014-07-19,NA,13.5,8.5
2014-07-20,NA,13.7,7.9
2014-07-21,0.4,13.2,4.9
2014-07-22,0,12.5,5.6
2014-07-23,0,13.7,4.5
2014-07-24,0,15,4.5
2014-07-25,NA,16.1,8.8
2014-07-26,NA,15.3,12.3
2014-07-27,NA,17,7
2014-07-28,1.4,16.9,9.7
2014-07-29,0,16.5,11.4
2014-07-30,0,19.1,11.9
2014-07-31,0,19.9,13.7
2014-08-01,6.6,10.3,6
2014-08-02,NA,13.6,4.7
2014-08-03,NA,14.8,1.4
2014-08-04,NA,15.3,1.8
2014-08-05,14.2,16.8,4.4
2014-08-06,0,16.5,10.6
2014-08-07,0.8,14,10.7
2014-08-08,3.6,16.4,10.7
2014-08-09,NA,15.1,8.1
2014-08-10,NA,14,9.4
2014-08-11,8.4,13.6,5.8
2014-08-12,0.6,13,6.4
2014-08-13,0,15.7,8.1
2014-08-14,0.4,15.1,10
2014-08-15,0,17.5,4
2014-08-16,0,13.4,5.9
2014-08-17,0,16.7,7.5
2014-08-18,0,13.6,9.9
2014-08-19,1.2,13.9,10.7
2014-08-20,0,13.6,10.2
2014-08-21,0,18.1,8.4
2014-08-22,0,21.2,7.2
2014-08-23,NA,20.5,7.3
2014-08-24,NA,16.3,11
2014-08-25,1.4,16.7,10.7
2014-08-26,0,19.4,7.8
2014-08-27,0,19.9,7.1
2014-08-28,0,20.2,8.1
2014-08-29,0,15.3,8
2014-08-30,0,21.4,11.2
2014-08-31,0,21.6,10.8
2014-09-01,0,15.4,15
2014-09-02,10.4,16.4,9.1
2014-09-03,0.4,15.4,7.8
2014-09-04,0,16.4,5.7
2014-09-05,0,16.9,5
2014-09-06,0,19.4,6.3
2014-09-07,0,21.2,6.6
2014-09-08,0,21.2,10.8
2014-09-09,0,20.4,15.6
2014-09-10,2,19.7,11.4
2014-09-11,3,17.4,11.5
2014-09-12,NA,16.3,6.3
2014-09-13,NA,18.9,6.6
2014-09-14,NA,20.9,7.3
2014-09-15,0.2,18.7,9.3
2014-09-16,0,15,11.2
2014-09-17,3.2,16.7,8.9
2014-09-18,0.4,14,7.7
2014-09-19,1.4,15.7,8.6
2014-09-20,0,17.5,10
2014-09-21,0,17.5,11.7
2014-09-22,0,23.7,5.6
2014-09-23,0,25.8,10.2
2014-09-24,0,23.7,15.2
2014-09-25,13.2,17.1,13.6
2014-09-26,0,19.5,10.7
2014-09-27,0,23.4,8.8
2014-09-28,0,28,15.5
2014-09-29,0,23.6,14.4
2014-09-30,0,24.2,14.2
2014-10-01,2.2,16.6,7.1
2014-10-02,0.2,17.9,9.4
2014-10-03,0.4,19.4,10.8
2014-10-04,0,26.5,9
2014-10-05,0,19.5,13.9
2014-10-06,0,25.3,9.3
2014-10-07,1.2,18.4,12.2
2014-10-08,0.8,18.8,8.8
2014-10-09,0,23.3,9.8
2014-10-10,0,24.9,13.6
2014-10-11,0,21.6,13.9
2014-10-12,0,30,10.3
2014-10-13,5.4,16.7,10.2
2014-10-14,7.4,17.3,8.6
2014-10-15,0,17.5,8.4
2014-10-16,0,17.2,10.8
2014-10-17,4.6,18.4,10.6
2014-10-18,0,24.4,8.7
2014-10-19,0,29.1,14.7
2014-10-20,0,21.2,10.8
2014-10-21,0,29.1,8.3
2014-10-22,0,31.8,14
2014-10-23,0,22.7,15.2
2014-10-24,0,30.6,15.2
2014-10-25,0,20.3,14.6
2014-10-26,0,24.6,13.9
2014-10-27,25.6,20,13.8
2014-10-28,3.6,20.5,11.5
2014-10-29,0.6,23.2,10.9
2014-10-30,0,22.3,13.7
2014-10-31,0.2,32.9,10.8
2014-11-01,NA,17.9,13.6
2014-11-02,NA,16.8,9
2014-11-03,NA,23.3,10.5
2014-11-04,NA,29.4,13.3
2014-11-05,NA,18.8,13
2014-11-06,NA,23.9,11
2014-11-07,5.2,33,11.6
2014-11-08,NA,35.2,19.3
2014-11-09,NA,20,13.1
2014-11-10,0.6,21.1,11.6
2014-11-11,0,19.2,12.8
2014-11-12,0,25.1,9.5
2014-11-13,0,31.3,13.3
2014-11-14,0,20.9,18.9
2014-11-15,NA,18.1,12.4
2014-11-16,NA,19.3,10.9
2014-11-17,39,21.1,12.4
2014-11-18,0,21.2,11.3
2014-11-19,0,30.1,11.6
2014-11-20,0,28.7,16.2
2014-11-21,0.8,23.9,16.8
2014-11-22,NA,31.4,13.4
2014-11-23,NA,25.5,17
2014-11-24,2,19.9,15.7
2014-11-25,NA,22.3,11
2014-11-26,12,19.8,11.8
2014-11-27,0,20.2,13.2
2014-11-28,0,21,12.1
2014-11-29,0,25,13.3
2014-11-30,0,34.8,15.5
2014-12-01,0,29.3,21.1
2014-12-02,0.2,26.1,16.7
2014-12-03,0,23.9,16.5
2014-12-04,8.6,27.7,17.6
2014-12-05,NA,21.4,17.7
2014-12-06,NA,22.9,15.6
2014-12-07,NA,17.9,13.8
2014-12-08,19.4,21.8,14
2014-12-09,0,21.7,15.5
2014-12-10,0,21.3,13.7
2014-12-11,0.6,22.1,16.3
2014-12-12,0,27.8,14.3
2014-12-13,0,31.5,15.1
2014-12-14,0,26.2,21.4
2014-12-15,0,24.2,16.7
2014-12-16,0,32.6,16.6
2014-12-17,0,22.7,12.2
2014-12-18,0,24.6,12.1
2014-12-19,2,21.1,11.3
2014-12-20,0,23.8,12.6
2014-12-21,NA,33.8,13.7
2014-12-22,NA,25.2,17.9
2014-12-23,1.2,26.8,19.9
2014-12-24,0.4,23,14.4
2014-12-25,0,24.1,14.4
2014-12-26,7.4,21.1,10.9
2014-12-27,0,23,12.2
2014-12-28,0,32.1,13.4
2014-12-29,0,26.4,17.5
2014-12-30,0,24.6,13.4
2014-12-31,0,25.8,11.9
2015-01-01,0,27.3,14
2015-01-02,0,39.4,15.9
2015-01-03,0,38.4,20.8
2015-01-04,5.4,23.9,16.4
2015-01-05,0.2,23.9,15.6
2015-01-06,0,26,17.6
2015-01-07,0,37.4,18.9
2015-01-08,19.4,28.2,23.1
2015-01-09,1.2,18,16.5
2015-01-10,5.2,21.7,13.6
2015-01-11,0,27.5,15.6
2015-01-12,0,31.3,16.1
2015-01-13,0,25.6,20.2
2015-01-14,15.8,22.7,18.3
2015-01-15,0,20,15.8
2015-01-16,0,27.3,13.1
2015-01-17,0,25,15.9
2015-01-18,0,19.5,15.3
2015-01-19,0,23.6,13.5
2015-01-20,0,30.4,13
2015-01-21,0,33.1,19.7
2015-01-22,0,35.8,18.7
2015-01-23,0,25,20.2
2015-01-24,0,26.3,15.8
2015-01-25,0,22,14.7
2015-01-26,1,19.8,11.6
2015-01-27,0.6,19.1,11.7
2015-01-28,0,25.4,13.3
2015-01-29,0,22.2,12.8
2015-01-30,0,21,13.1
2015-01-31,0,20.2,14.3
2015-02-01,9.2,19,13.2
2015-02-02,3.8,21.1,13.5
2015-02-03,0,20,16.1
2015-02-04,0,19,14.8
2015-02-05,0,24.2,13.3
2015-02-06,0,35.7,14.5
2015-02-07,0,35,18.8
2015-02-08,0,21.5,18.9
2015-02-09,0,28.3,13.6
2015-02-10,0,27.8,16.4
2015-02-11,0,26.8,18.1
2015-02-12,0,21.9,17.8
2015-02-13,0,32.4,16.1
2015-02-14,19.6,25.1,19
2015-02-15,0.4,34.4,18.2
2015-02-16,0,24.6,17.4
2015-02-17,0,20.6,17.6
2015-02-18,0,21.2,17.7
2015-02-19,0,26.9,18.2
2015-02-20,0,25.3,17.4
2015-02-21,0,36.1,18.1
2015-02-22,1.6,35.3,20.3
2015-02-23,0,29.3,21.1
2015-02-24,3.2,20.1,15.9
2015-02-25,0,27,14
2015-02-26,0,23.2,16
2015-02-27,0,24.3,14.8
2015-02-28,0,32.3,17.9
2015-03-01,15.8,20.8,15.2
2015-03-02,0,23,11.6
2015-03-03,0,22.7,15.5
2015-03-04,0,23.5,15.4
2015-03-05,0.8,18.6,12.6
2015-03-06,0.2,21.1,14.1
2015-03-07,0.2,22.6,15.4
2015-03-08,0,24.4,16.2
2015-03-09,0,23.8,14.4
2015-03-10,0,21.7,16.2
2015-03-11,0,23.8,11.2
2015-03-12,0,19.9,13
2015-03-13,0,20.4,14.4
2015-03-14,0,30.1,9.4
2015-03-15,2.2,18.3,13.1
2015-03-16,0,25.5,10.5
2015-03-17,0,26.2,13
2015-03-18,1.4,24.4,17.8
2015-03-19,0,33.5,16.5
2015-03-20,0,19.6,14.2
2015-03-21,0,22.7,11.9
2015-03-22,0,28.8,11.3
2015-03-23,0,27,13.6
2015-03-24,1.4,15.3,12.6
2015-03-25,0.4,20.4,13
2015-03-26,0.4,18,9.8
2015-03-27,0.2,18.1,11.6
2015-03-28,0,19.1,12.7
2015-03-29,0,22.7,8.5
2015-03-30,0,23.1,10.6
2015-03-31,0,25.3,11.2
2015-04-01,0,29,13.3
2015-04-02,0.2,17.2,12.8
2015-04-03,0,20.9,8
2015-04-04,0,23.5,8.5
2015-04-05,0,18.5,10.2
2015-04-06,0,18.4,11.2
2015-04-07,0,17.3,12.4
2015-04-08,5.6,17.7,13.3
2015-04-09,0,19.1,8.7
2015-04-10,0,18.7,8.6
2015-04-11,0,23.7,11.6
2015-04-12,0,18.3,12.1
2015-04-13,0,19.1,7.3
2015-04-14,1.6,24.7,10.5
2015-04-15,2.4,27.6,13.9
2015-04-16,0,17.8,15.6
2015-04-17,0,17.1,10.1
2015-04-18,3.6,21.9,13.5
2015-04-19,6.4,14.7,9.7
2015-04-20,1.4,16.2,7
2015-04-21,0,17.7,6.5
2015-04-22,0,19.5,9.1
2015-04-23,0,19.2,12.2
2015-04-24,0,21.1,14.4
2015-04-25,3,15,11.6
2015-04-26,7,15.4,10.4
2015-04-27,4,15.1,10.5
2015-04-28,1.6,16,10.1
2015-04-29,0,17.1,7.4
2015-04-30,0,19.6,6.4
2015-05-01,0,23.1,7.9
2015-05-02,0,22.2,11.6
2015-05-03,0,18.2,9.7
2015-05-04,0,22.3,7.5
2015-05-05,0.6,18.1,9.2
2015-05-06,1.4,16.2,9.5
2015-05-07,2.2,15.6,10.3
2015-05-08,0.2,15.9,10.5
2015-05-09,0,18.7,12.8
2015-05-10,8.6,16.6,12.8
2015-05-11,2.6,15.9,12.4
2015-05-12,0,17.4,12.8
2015-05-13,6.8,12.8,6.3
2015-05-14,4.4,14.6,7.3
2015-05-15,1.8,14.5,11.5
2015-05-16,0,16.2,11.3
2015-05-17,0,20.5,7.4
2015-05-18,0,20.4,7.2
2015-05-19,0,16.2,9.9
2015-05-20,2.4,18.1,13.6
2015-05-21,6.2,13.6,10.3
2015-05-22,0.4,14.1,9.1
2015-05-23,0,13.3,10.4
2015-05-24,0,15.6,6
2015-05-25,0,17.1,7.4
2015-05-26,0,15.6,5.4
2015-05-27,0,18.7,7.9
2015-05-28,0,19.7,13.1
2015-05-29,0,15.8,9.5
2015-05-30,0,17.3,11
2015-05-31,0,16.8,12.3
2015-06-01,8.2,12.2,5.2
2015-06-02,4.2,11.4,7.1
2015-06-03,0.8,13.6,8.1
2015-06-04,0,11.3,4.4
2015-06-05,4.2,15,7
2015-06-06,0.2,16.6,9.2
2015-06-07,0,14.5,11.2
2015-06-08,0,18.5,11.1
2015-06-09,4,13.5,10.3
2015-06-10,0,13.4,7.5
2015-06-11,NA,14,5.7
2015-06-12,0,13.1,5.2
2015-06-13,0,18.2,6
2015-06-14,0,17.4,5.8
2015-06-15,0,16.9,7.1
2015-06-16,5,16.1,9.5
2015-06-17,0,13.8,11.7
2015-06-18,1,12.7,10.7
2015-06-19,0.2,12.4,7
2015-06-20,0,11.6,4.1
2015-06-21,0,12.9,2.2
2015-06-22,0,14.1,3.6
2015-06-23,0,17.6,9.6
2015-06-24,0,16,12.2
2015-06-25,0,14,9.6
2015-06-26,0,16.9,10.5
2015-06-27,0,14.1,8
2015-06-28,0,14.5,9.6
2015-06-29,0,12.3,6.9
2015-06-30,0,14.2,5
2015-07-01,0,15,7.4
2015-07-02,0.6,11.9,10.3
2015-07-03,2.6,12,5.9
2015-07-04,0,10.6,7.3
2015-07-05,2,14.9,8.2
2015-07-06,1.6,11.5,7.5
2015-07-07,2.2,14.2,7.4
2015-07-08,0.2,14.8,4.9
2015-07-09,0,13.4,6.5
2015-07-10,0,14.3,7.6
2015-07-11,0.2,13.1,10.9
2015-07-12,1.6,12.3,3.4
2015-07-13,28.4,12.7,6.1
2015-07-14,3.8,9.8,8.1
2015-07-15,3.6,10.5,5.8
2015-07-16,0.2,12.3,6.6
2015-07-17,2.4,12.3,7.3
2015-07-18,0.4,11.5,6.1
2015-07-19,0,12.1,0.6
2015-07-20,0,14.7,1.8
2015-07-21,0,17,4.2
2015-07-22,1.6,16.6,11.4
2015-07-23,0,16.1,5.1
2015-07-24,1.2,15,7.6
2015-07-25,0.8,13.3,9.4
2015-07-26,3.2,11.6,8.1
2015-07-27,0.8,13.9,6.2
2015-07-28,0,14.4,7.9
2015-07-29,0,14,8.4
2015-07-30,0,12.3,8.6
2015-07-31,0.6,14,4.1
2015-08-01,0.2,11.4,6.5
2015-08-02,0,14.9,7.8
2015-08-03,6.4,10.8,7.3
2015-08-04,0,11.3,3.5
2015-08-05,1,10.8,6.6
2015-08-06,1.6,12.8,7.1
2015-08-07,1.4,13.1,9
2015-08-08,0.4,12.6,8.8
2015-08-09,0,13.3,7.7
2015-08-10,0.2,16,8.3
2015-08-11,0.8,14.8,7.8
2015-08-12,0,14.8,9.3
2015-08-13,0.2,13,8.4
2015-08-14,0,15.3,10.4
2015-08-15,0.4,14.9,10
2015-08-16,0.2,17,4.7
2015-08-17,2.4,12.2,6.8
2015-08-18,0.6,11.1,6.1
2015-08-19,0,12.7,5.5
2015-08-20,0,17.1,6.1
2015-08-21,0,18.7,10.9
2015-08-22,0,18.8,11.8
2015-08-23,0,16.3,7.9
2015-08-24,0,14.5,8.5
2015-08-25,0,14.3,9.5
2015-08-26,0.2,14.6,9.2
2015-08-27,0.8,11.7,9.8
2015-08-28,17.4,13.2,8.1
2015-08-29,1.8,11.7,6.3
2015-08-30,2.2,12.5,7.9
2015-08-31,0,13,8.1
2015-09-01,0,16.2,5.1
2015-09-02,0,18.8,8
2015-09-03,4.4,14,10.6
2015-09-04,0,13.7,8.7
2015-09-05,0,14,10.2
2015-09-06,0,16.6,5.8
2015-09-07,3.6,13.6,8.9
2015-09-08,2,12.8,8.8
2015-09-09,0,15.3,10
2015-09-10,0,15.7,10
2015-09-11,0,20.1,5.1
2015-09-12,0,21.7,12.2
2015-09-13,0,25.5,13.2
2015-09-14,0,26.7,15.4
2015-09-15,15.8,15.9,10.8
2015-09-16,0,14.8,8.9
2015-09-17,0.4,14.3,9
2015-09-18,0,14.7,10.5
2015-09-19,0,21.3,6.5
2015-09-20,0,22.9,8.5
2015-09-21,0,18.1,14
2015-09-22,4.4,12.7,7.6
2015-09-23,0,12.6,8.5
2015-09-24,0,14.3,5.1
2015-09-25,0,19.1,5.8
2015-09-26,0,17.9,6.6
2015-09-27,0,20.2,9.8
2015-09-28,0,21.4,8.3
2015-09-29,0,16.9,9
2015-09-30,0,15.9,11.5
2015-10-01,0,21.6,6
2015-10-02,0,28.6,9.9
2015-10-03,0,31.3,16.3
2015-10-04,0,24.9,13.9
2015-10-05,0,34.4,12.7
2015-10-06,0,35.8,15.5
2015-10-07,0,16.2,11.8
2015-10-08,0,18.6,7.6
2015-10-09,0,29.9,10.9
2015-10-10,0,29.2,17.5
